Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
LEGRGSRPRV	CelR_Streptomycetaceae 	1	49	24.56373
IKSIASRNNV	CelR_Thermotogales	2	14	27.15961
IRSIASRNNV	CelR_Thermotogales	1	5	29.50712
IKSIASRDNV	CelR_Thermotogales	2	10	27.66327
IKSIASRNRV	CelR_Thermotogales	1	1	32
IKSIASRSNV	CelR_Thermotogales	1	1	32
IKNRSSRGKF	CelR_Vibrionales  	1	10	32.88462
LESRASRTNV	CelR2_Enterobacteriales	1	2	40
INSKASRGQV	CelR2_Vibrionales	1	2	32
INSKASRGPV	CelR2_Vibrionales	2	4	30
ITSKASRRGV	CelR3_Vibrionales	1	3	32.90526
MASTASIPGA	Cg2314_Corynebacteriaceae	1	2	38
[indel within CR tag region]	CldR_Bifidobacteriaceae	1	2	36
IDAPISRDKV	Csal_3216_Oceanospirillales_Alteromonadales 	1	4	35.13233
[indel within CR tag region]	CscR_Bifidobacteria	7	14	31.91189
errorGettingCRtag	CscR_Bifidobacteria	1	2	38
LKSLMSRERL	CscR_Enterobacteriales 	1	4	31.88722
LKSLMSRELL	CscR_Enterobacteriales 	1	4	27.32105
LKSLMSRDKL	CscR_Enterobacteriales 	1	2	35
31SVASNDQL	DR2501_Deinococcus-Thermus 	1	2	40
LRSPASNDQL	DR2501_Deinococcus-Thermus 	1	3	30.65363
LRSVASNDQL	DR2501_Deinococcus-Thermus 	1	3	32.90526
[indel within CR tag region]	EbgR_Enterobacteriales	1	5	28.24273
[indel within CR tag region]	EbgR_Psychromonadaceae_Aeromonadales	1	5	23.54594
[indel within CR tag region]	EbgR_Vibrionales	1	30	20.65434
DVSAVSFVSA	ECA4246_Enterobacteriales	1	1	40
IDKSTRLYVS	EF1410_Enterococcaceae	1	2	32
IKSHTSRPYI	ExuR_Bacillales	2	2	31
IKSHTSRPFI	ExuR_Bacillales	1	1	32
IKSHTSRPLI	ExuR_Bacillales	1	2	30
IKSHTSRPYI	ExuR_Clostridia-1 	2	8	24.93913
IKSHTSRPVI	ExuR_Clostridia-1 	1	12	23.00488
IRSHTSRPLV	ExuR_Lactobacillaceae	1	1	32
IRSHMSRELV	ExuR_Lactobacillaceae	1	1	32
[indel within CR tag region]	FruR_Enterobacteriales	1	213	16.74544
MKGIKSRPNV	FruR_Micrococcineae	1	4	29.13233
MRSIKSRPAV	FruR_Micrococcineae	1	5	31.47751
[indel within CR tag region]	FruR_Oceanospirillales_Alteromonadales	1	9	24.51495
[indel within CR tag region]	FruR_Pasteurellales	1	3	26.74185
[indel within CR tag region]	FruR_Pseudomonadaceae	1	16	24.64882
[indel within CR tag region]	FruR_Psychromonadaceae_Aeromonadales	1	22	25.37342
[indel within CR tag region]	FruR_Vibrionales	1	60	26.54148
IKSTTSRGAV	FruR2_Comamonadaceae	1	4	28.37744
[indel within CR tag region]	FruR2_Comamonadaceae	1	4	25.50978
[indel within CR tag region]	FruR2_Ralstonia 	1	8	26.06617
[indel within CR tag region]	FruR2_Rhodobacterales	1	3	31.3203
[indel within CR tag region]	FruR2_Rhodospirillales	1	8	26.94361
[indel within CR tag region]	FruR2_Various betaproteobacteria	1	4	28.13233
[indel within CR tag region]	FruR2_Xanthomonadales 	1	11	29.3434
VGSPSSKPGI	FucR_Bifidobacteriaceae	1	2	28
VGSASSKPGI	FucR_Bifidobacteriaceae	1	2	30
IKSLASRPKV	GalR_Alteromonadales	1	4	28.13233
IKSIASRPKV	GalR_Alteromonadales	1	2	34
IKSPSSRPGI	GalR_Desulfovibrionales 	1	2	38
LKSASSRPDI	GalR_Desulfovibrionales 	1	3	28.31378
[indel within CR tag region]	GalR_Lactobacillaceae	1	30	22.74541
IRSVASRPST	GalR_Pasteurellales	1	4	30.13233
IRSVASRLSV	GalR_Pasteurellales	1	3	32.90526
no_CRtag	GalR_Pasteurellales	1	2	34
[indel within CR tag region]	GalR_Pasteurellales	1	4	28.63233
IHSVASRPSA	GalR_Pasteurellales	1	3	30.65363
IKSVASRPKV	GalR_Shewanellaceae	1	2	34
[indel within CR tag region]	GalR_Streptococcaceae	8	18	24.68907
errorGettingCRtag	GalR_Streptococcaceae	1	2	29
IRSINSRPDI	GalR_Thermotogales	6	13	23.27621
IVSINSRPDI	GalR_Thermotogales	1	3	25.57193
IKSVNSRPDI	GalR_Thermotogales	2	3	24.65363
IKSVASRPKA	GalR_Vibrionales 	6	23	23.42895
IKSIASRPKA	GalR_Vibrionales 	2	7	26.72146
IKSVASRPKA	GalR_GalS_Enterobacteriales	9	57	21.42155
IRSVASRALV	GalR_GalS_Enterobacteriales	2	21	22.19797
[indel within CR tag region]	GalR2_Bifidobacteriaceae	1	5	24.14468
[indel within CR tag region]	GanR_Bacillales	1	8	31.26612
LKSISSRPGV	GloR_Thermotogales	2	4	34
LKSVSSRPGV	GloR_Thermotogales	1	2	32
IKNASSRPGV	GloR_Thermotogales	1	1	36
IKSPSSRNGV	GloR_Thermotogales	1	1	36
IHSIKSRPNV	GluR_Caulobacterales	1	17	25.52872
[indel within CR tag region]	GlxR_Bifidobacteriaceae	1	2	36
[indel within CR tag region]	GntR_Alteromonadales	1	5	30.88142
[indel within CR tag region]	GntR_Bifidobacteriaceae	1	2	38
LDSSISRGSV	GntR_Burkholderia	1	4	31.50978
LDSPISRRSV	GntR_Comamonadaceae	1	3	31.3203
LNSPISRRTV	GntR_Comamonadaceae	1	3	35.66015
LSSPMSRRRV	GntR_Comamonadaceae	2	7	30.89232
LTSPISRRAV	GntR_Comamonadaceae	1	3	32.49022
LDSRMSRRKV	GntR_Comamonadaceae	1	2	34
LDSPISRRNV	GntR_Comamonadaceae	1	6	30.07519
LSSPISRRAV	GntR_Comamonadaceae	1	4	30.75489
LQTKMSREQV	GntR_Enterobacteriales  	7	41	23.80242
LQTKMSRDRV	GntR_Enterobacteriales  	1	2	34
LQTKMSRDQV	GntR_Enterobacteriales  	2	9	24.63866
PQTKMSRAQV	GntR_Enterobacteriales  	1	7	29.47635
LQTKMSRELV	GntR_Enterobacteriales  	1	2	33
LQTKMSRELV	GntR_Oceanospirillales_Alteromonadales	1	2	35
LQTKMSRDQV	GntR_Oceanospirillales_Alteromonadales	1	2	33
LQSKVSRQRV	GntR_Oceanospirillales_Alteromonadales	1	4	23.50978
LQTKMSRDSV	GntR_Pasteurellales	2	8	28.57417
LQTKMSRASV	GntR_Pasteurellales	2	8	26.6613
LQTKMSRDTV	GntR_Pasteurellales	1	4	31.37744
LQTKMSRRLV	GntR_Pasteurellales	1	4	28.13233
[indel within CR tag region]	GntR_Pasteurellales	1	4	28.50978
LNSPISRASV	GntR_Pseudomonadaceae	1	5	28.16466
LASPISRSTV	GntR_Pseudomonadaceae	2	10	29.52624
LNSPISRATV	GntR_Pseudomonadaceae	1	5	28.43365
LNSPISRSSV	GntR_Pseudomonadaceae	1	5	26.14468
LSSLMSRGRV	GntR_Pseudomonadaceae	1	1	40
errorGettingCRtag	GntR_Pseudomonadaceae	1	1	40
LNSPISRPSV	GntR_Pseudomonadaceae	1	5	28.25753
LQTKMSRSLV	GntR_Psychromonadaceae_Aeromonadales	1	5	28.2627
LQTKISREKV	GntR_Psychromonadaceae_Aeromonadales	1	3	29.06867
LQTKMSRQAV	GntR_Psychromonadaceae_Aeromonadales	1	5	30.03365
LQTKMSRHAV	GntR_Psychromonadaceae_Aeromonadales	1	5	28.43882
LQTKMSRALV	GntR_Psychromonadaceae_Aeromonadales	1	4	33.75489
LASPISRASV	GntR_Rhizobiales	1	4	29.56617
MASAISRELV	GntR_Rhodospirillales	1	4	28.13233
LQTKMSRTRV	GntR_Shewanellaceae	1	4	30.50978
MHSAISRQQV	GntR_Various betaproteobacteria	1	1	40
LQTKMSRDSV	GntR_Vibrionales	3	12	28.33821
LQTKMSRESV	GntR_Vibrionales	2	9	29.53287
LQTKMSRSLV	GntR_Vibrionales	1	3	32.49022
LQTKMSRNSV	GntR_Vibrionales	1	5	27.93561
LNTKMSRSSV	GntR_Vibrionales	1	4	34.37744
[indel within CR tag region]	GntR2_Bacillales	1	8	30.13345
[indel within CR tag region]	GntR2_Lactobacillaceae	1	2	33
LRSLKSNGRM	GosR_Bifidobacteriaceae	1	17	25.72621
MRSPASFPRI	GosR2_Bifidobacteriaceae	1	3	31.57193
LGSPISRDQV	GudR_Comamonadaceae	1	3	31.06867
LRSMISRQQV	GudR_Comamonadaceae	1	2	40
LHAPISRTQV	GudR_Comamonadaceae	1	5	28.33561
VHSAMSREKV	GudR_Comamonadaceae	1	1	40
IHSLTSHGVL	HpxR_Ralstonia	2	2	39
IHSLTSHGVV	HpxR_Ralstonia	1	1	40
[indel within CR tag region]	HxlR_Bifidobacteriaceae	1	5	31.48267
[indel within CR tag region]	HxlR_Lactobacillaceae	1	4	28.63233
LQNKMSRNQV	IdnR_Enterobacteriales	1	1	40
LQTKMSRKKV	IdnR_Enterobacteriales	2	4	31
LQTKMSRDKV	IdnR_Enterobacteriales	1	2	28
[indel within CR tag region]	IdnR_Rhizobiales	1	6	30.14176
MRSTMSRETV	IdnR_Rhizobiales	1	2	32
MASTMSRGAV	IdnR_Rhizobiales	1	2	34
MASAMSRASV	IdnR_Rhizobiales	2	14	27.96896
MASPMSRSSV	IdnR_Rhizobiales	1	6	30.0767
MRSPMSRDTV	IdnR_Rhizobiales	1	2	36
IYSPSSLGKV	IolR_Micrococcineae	1	2	36
IYSKSSLPNV	IolR_Micrococcineae	1	4	32.68872
SDSRSSRASV	IolR_Oceanospirillales_Alteromonadales	1	1	40
AKSKWIRASI	IolR_Rhizobiales	1	8	31.66776
LKSTSSRASV	IolR_Rhodobacterales	1	4	36.75489
LKSRSSRASV	IolR_Rhodobacterales	2	9	32.28181
IRSKSSLEQV	IolR_Streptomycetaceae	1	8	26.43715
IRSVASRDLV	IolR_Thermoanaerobacterales	1	1	40
IRSVASRDSV	IolR_Thermoanaerobacterales	2	2	30
VKSVASREKV	IolR_Thermoanaerobacterales	2	4	33.18872
IYSITSRGRI	IolR1_Bacillales	1	3	24.32682
IYSISSRGRI	IolR1_Bacillales	2	6	21.94507
IYSIASKGNM	IolR1_Bacillales	1	3	23.40852
IYSIASNGNV	IolR1_Bacillales	1	1	28
IKSTASRGNV	IolR2_Bacillales	1	2	34
MSSPASRELV	IolR2_Bacillales	1	2	35
IYSKSSLPNV	IolR2_Corynebacteriaceae	1	2	34
VAAVSFTSKK	Jann_1107_Rhodobacterales	1	4	31.82105
SLSQSSRASA	Jann_1107_Rhodobacterales	1	1	40
IQSTASRGLL	Jann_1459_Rhodobacterales	1	2	34
IKSTASRDTV	Jann_1459_Rhodobacterales	1	2	32
LSSASSRGVV	Jann_1459_Rhodobacterales	1	2	38
IQSTASRDRV	Jann_1459_Rhodobacterales	1	4	26.88722
LRSVASRPRI	Jann_3936_Rhodobacterales	1	4	30.13233
[indel within CR tag region]	KdgR_Bacillales	1	13	28.02809
IKSVGDRSGV	KdgR_Bacteroidaceae	8	49	22.6298
IKSVGDRTGV	KdgR_Bacteroidaceae	2	13	23.33571
LNSRASLPLV	KglR_Rhizobiales	1	1	40
LLSRASLPLV	KglR_Rhizobiales	1	1	40
LDSRASLPLV	KglR_Rhodobacterales	1	1	40
IKSVTSRSDV	KojR_Bacillales	1	5	32.59944
LKSYQSKMQV	KojR_Chloroflexia	1	5	29.53561
IKSPSSRSDI	KojR_Thermoanaerobacterales 	2	5	33.30139
IKSVTSRPDV	KojR_Thermoanaerobacterales 	2	4	34.68872
IRSVTSRPDV	KojR_Thermoanaerobacterales 	1	2	36
LYSYQSRSHV	LacI_Enterobacteriales   	3	3	38.32682
LYSYQSREHV	LacI_Enterobacteriales   	1	1	42
LHSYQSRPHV	LacI_Enterobacteriales   	1	1	42
[indel within CR tag region]	LacR_Bifidobacteriaceae	1	27	15.60864
[indel within CR tag region]	LacR_Lactobacillaceae	1	11	22.39038
[indel within CR tag region]	LACR_0766_Streptococcaceae	1	3	33.82356
IRSVASRGKV	LBA1472_Lactobacillaceae	1	4	32
ISSVSSRANT	LfaR_Enterobacteriales	1	3	26.49022
IASISSRANT	LfaR_Enterobacteriales	1	2	28
IRSISSRSNT	LfaR_Enterobacteriales	1	6	23.97836
VASPSSRANT	LfaR_Enterobacteriales	1	4	26.37744
IQSISSRSNT	LfaR_Enterobacteriales	1	4	25.75489
IQSISSRGNT	LfaR_Enterobacteriales	1	4	25.13233
LKSIPSRPEI	LgoR_Bacteroidaceae	5	11	28.72544
errorGettingCRtag	LgoR_Bacteroidaceae	1	2	35
MSSKASFPGV	LJ1265_Lactobacillaceae 	1	2	32
MSSKASFAGV	LJ1265_Lactobacillaceae 	1	2	34
IQSVSSRPSV	Lmo0031_Listeriaceae	1	8	36.46858
ISGVTSRPYI	Lp_3221_Lactobacillaceae	2	4	34
ISGVGSRPSV	Lp_3221_Lactobacillaceae	1	2	35
IKSVASRGRY	LSEI_0368 _Lactobacillaceae	1	8	31.63233
IHSVSSLGRI	MalI_Enterobacteriales	2	9	31.74674
INSVSSLGRI	MalI_Enterobacteriales	2	6	32.99348
ITSVTSLGRI	MalI_Enterobacteriales	1	4	31.37744
ITSVSSLGRI	MalI_Vibrionales	1	5	32.62458
IKSVTSMGRI	MalI_Vibrionales	2	6	32.71008
ITSVTSMGRI	MalI_Vibrionales	1	4	35.13233
SFSQSSRPLV	MalR_Alteromonadales 	6	40	25.4406
SFSQSSRSLV	MalR_Alteromonadales 	1	4	27.44361
IKSPSSRPDI	MalR_Bacteroidaceae	3	19	23.78381
no_CRtag	MalR_Bacteroidaceae	1	4	27.82105
errorGettingCRtag	MalR_Bacteroidaceae	1	7	27.41829
IRSVSSRPRI	MalR_Lactobacillaceae	1	1	40
IKSISSRPRI	MalR_Lactobacillaceae	1	1	40
IKSPSSRKII	MalR_Lactobacillaceae	1	4	30.32105
IKSVSSRPRI	MalR_Lactobacillaceae	2	2	34
IRSPSSRNLI	MalR_Lactobacillaceae	1	1	40
IQAISSRPKI	MalR_Lactobacillaceae	1	2	32
SISQSSRPLV	MalR_Shewanellaceae	1	67	26.05987
SFSQPSRKSV	MalR_Sphingomonadales 	1	6	23.33264
IKSPSSRKRI	MalR_Staphylococcaceae	1	2	37
errorGettingCRtag	MalR_Staphylococcaceae	1	1	40
IKSPSSRSRI	MalR_Staphylococcaceae	1	1	40
IKSPSSRSGI	MalR_Staphylococcaceae	1	1	40
IKNASSRSEI	MalR_Streptococcaceae	2	4	33.87744
IKNPSSRASI	MalR_Streptococcaceae	1	6	30.49022
IKSASSRHMI	MalR_Streptococcaceae	1	4	32.87744
IKSPSSRDMI	MalR_Streptococcaceae	1	6	27.21765
IKSTSSRSMI	MalR_Streptococcaceae	1	8	28.40116
IKSPSTRSTI	MalR_Streptococcaceae	4	30	24.81067
IKNPSSRSSI	MalR_Streptococcaceae	1	4	31.63233
IKNPSSRRSI	MalR_Streptococcaceae	1	6	29.04772
IKSPSTRSAI	MalR_Streptococcaceae	1	6	28.15259
IKIPSSRPSI	MalR_Streptococcaceae	1	2	33
IKSPSSREMI	MalR_Streptococcaceae	1	4	32.13233
SLSQPSRPMV	MalR_Xanthomonadales	1	14	29.70835
IKGVSSRPDV	MalR1_Clostridia-1 	3	3	30.15037
IRGVSSRPDV	MalR1_Clostridia-1 	1	1	40
IQSVSSRDLV	MalR1_MalR2/MalR3_Bifidobacteriaceae	2	25	20.27155
IRSISSRELV	MalR1_MalR2/MalR3_Bifidobacteriaceae	1	15	18.79929
IQSISSRDLV	MalR1_MalR2/MalR3_Bifidobacteriaceae	3	36	19.89375
IQSISSRELV	MalR1_MalR2/MalR3_Bifidobacteriaceae	2	26	20.07132
IRSISSREVV	MalR1_MalR2/MalR3_Bifidobacteriaceae	1	2	27
IQSVSSRNLV	MalR1_MalR2/MalR3_Bifidobacteriaceae	1	4	21.6985
IKAPSSRPRI	MalR2_Bacillales	3	14	26.88013
IKAPSSRPSI	MalR2_Bacillales	1	3	31.98697
IKAPSSRPKI	MalR2_Bacillales	1	3	32.65363
IKSPSSRSRI	MalR2_Bacillales	1	3	31.73534
no_CRtag	MalR2_Bacillales	1	1	40
IKSPSSRSQI	MalR2_Clostridia-1	1	4	31.87744
IKSPSSRPRI	MalR2_Clostridia-1	1	2	36
IKSTSSRPQI	MalR2_Clostridia-1	1	3	34.07519
IKAPSSRPKI	MalR2_Clostridia-1	1	1	40
[indel within CR tag region]	MalR2_Streptococcaceae	1	4	37.56617
IKSPSSRSKI	MalR2_Thermoanaerobacterales	1	2	31
IKSPSSRAKI	MalR2_Thermoanaerobacterales	1	2	31
IKAPSSRPRI	MalR2_Thermoanaerobacterales	3	13	26.25996
[indel within CR tag region]	MalR3_Lactobacillaceae	5	15	27.10414
IKTPSSRGGY	MalR3_Lactobacillaceae	1	2	38
IGSNASREQV	MalR4_Bifidobacteriaceae	1	6	24.52351
IESTASRDMV	MalR4_Bifidobacteriaceae	1	4	23.75489
ISSIASRDKV	MalR4_Bifidobacteriaceae	1	4	28.37744
IASQASRGKV	MalR5_Bifidobacteriaceae	1	6	23.22347
IASQASRDKV	MalR5_Bifidobacteriaceae	1	2	28
IASVSSRDRV	MalR5_Bifidobacteriaceae	1	4	21.32105
VASTASMGRI	ManR_Psychromonadaceae_Aeromonadales 	1	5	30.11172
MKGLKSRPGV	ManR_Streptomycetaceae	1	15	26.98811
VTSRASLPLV	ManR_Xanthomonadales	1	5	25.84273
LRSRASLPLV	ManR_Xanthomonadales	2	8	26.65205
IFSKSSLKKV	ManR1_Alteromonadales	1	1	40
VISKSSLSKV	ManR1_Alteromonadales	1	4	32.13233
IFSKSSLDKT	ManR1_Alteromonadales	1	2	33
VISKSSLDKV	ManR1_Shewanellaceae	1	4	33.75489
IKSTASRDMV	ManR2_Alteromonadales	1	5	33.07751
IKSTASRERV	ManR2_Shewanellaceae	1	5	31.32653
LSSKMSRETV	MdxR_Bacillales	1	4	31.87744
LSSKMSREQV	MdxR_Lactobacillaceae	2	4	31.87744
no_CRtag	MdxR_Lactobacillaceae	1	1	40
LSSKMSRQQV	MdxR_Lactobacillaceae	1	2	37
LNSKMSREQV	MdxR_Lactobacillaceae	1	2	34
LNSKMSRERV	MdxR_Lactobacillaceae	1	2	37
LASKMSRDQV	MdxR_Listeriaceae	1	8	34
LASKMSREQV	MdxR_Streptococcaceae	1	1	40
LASPISREAL	Mll1683_Rhizobiales	1	3	27.89875
LTSPISRDTV	Mll1683_Rhizobiales	1	3	28.56541
IAGAISRERV	Mll1683_Rhizobiales	1	1	40
LDSPISRDVV	Mll1683_Rhizobiales	1	4	31.13233
LDSPISRDAV	Mll1683_Rhizobiales	1	4	33.13233
no_CRtag	Mll1683_Rhizobiales	1	1	40
ISSVADRLPV	MocR_Rhizobiales	1	2	33
ISSVADRHRV	MocR_Rhizobiales	2	6	27.90526
IASVADRHPV	MocR_Rhizobiales	2	4	28
[indel within CR tag region]	MsmR_Bacillales	1	6	26.57345
IKSVSSYRSI	MsmR_Bifidobacteriaceae	3	11	29.36499
IKSASSYRSI	MsmR_Bifidobacteriaceae	1	4	31.44361
SKAQSSYRPI	MsmR_Micrococcineae	2	7	33.61907
SQSQSSYRPI	MsmR_Micrococcineae	1	1	40
IKSAPSRVNV	MsmR1_Bifidobacteriaceae	2	2	39
IKSVPSRERV	MsmR1_Bifidobacteriaceae	1	2	34
INSIKSRISV	NagR_Alteromonadales	1	11	27.35673
INSIKSRASV	NagR_Alteromonadales	1	4	30.06617
INSMKSRPSV	NagR_Alteromonadales	1	12	26.62238
IKSFKSRSTV	NagR_Oceanospirillales_Alteromonadales	1	6	27.61173
IKSFKSRGSV	NagR_Oceanospirillales_Alteromonadales	1	5	30.21424
IKSFKSRASV	NagR_Oceanospirillales_Alteromonadales	1	8	25.72581
INSIKSRPSV	NagR_Shewanellaceae	1	105	28.00275
errorGettingCRtag	NagR_Xanthomonadales	1	2	28
IKSLKSRPSV	NagR_Xanthomonadales	3	15	25.85061
VATVSFNAPE	NGR_b22600_Rhizobiales	1	4	30.75489
[indel within CR tag region]	NigR_Lactobacillaceae	1	5	35.17039
[indel within CR tag region]	NigR_Streptococcaceae	1	2	34
IDSKTSRPYV	NtdR_Bacillales	2	4	23.75489
IYSTTSRPYV	NtdR_Bacillales	1	3	25.15689
errorGettingCRtag	OB2597_06045_Rhodobacterales	1	2	36
SIGKPKAVLA	OG2516_10476_Rhodobacterales	1	4	30.13233
ISSVSSRPHV	OglR2_Lactobacillaceae	1	1	32
[indel within CR tag region]	Patl_0292_Alteromonadales	1	2	38
LSSTASLPLV	PckR_Rhizobiales	6	73	19.18318
LQSTASLQVV	PckR_Rhizobiales	1	2	32
LQSTASLPMV	PckR_Rhizobiales	1	5	22.09692
errorGettingCRtag	PckR_Rhizobiales	1	11	21.23078
17STASLPLV	PckR_Rhizobiales	1	8	22.24441
69SALSRERV	PFL_0254_Pseudomonadaceae	1	1	40
LNSAISRDSV	PFL_0254_Pseudomonadaceae	1	2	36
ITSAISREQV	PFL_0254_Pseudomonadaceae	1	1	40
[indel within CR tag region]	PMI2934_Enterobacteriales	1	1	40
78SRASRASV	pRL90265_Rhizobiales	1	1	40
VAAVSFTSPK	pRL90265_Rhizobiales	1	1	40
AESRSSRASV	pRL90265_Rhizobiales	1	6	26.17505
[indel within CR tag region]	PsiR_Rhizobiales	3	12	29.22683
no_CRtag	PsiR_Rhizobiales	1	4	30.50978
KDRATRAVVR	PSPTO0485_Pseudomonadaceae	1	1	40
IVSTASRRTK	PtsR_Bifidobacteriaceae	2	4	30
ITSIASRRGK	PtsR_Bifidobacteriaceae	1	1	40
ITSIASRRDK	PtsR_Bifidobacteriaceae	1	2	34
ITSIASRRTK	PtsR_Bifidobacteriaceae	2	4	27.37744
ITSIASRRSK	PtsR_Bifidobacteriaceae	1	2	28
IISVSSLGKI	PtsR_Enterobacteriales	1	2	35
ISGKTSRTHV	PtxS_Burkholderia	4	7	33.89051
[indel within CR tag region]	PtxS_Burkholderia	2	2	37
ISGKTSRTNV	PtxS_Burkholderia	2	2	39
[indel within CR tag region]	PtxS_Enterobacteriales  	1	5	34.69231
[indel within CR tag region]	PtxS_Pseudomonadaceae 	1	10	30.30299
[indel within CR tag region]	PtxS_Ralstonia 	1	3	30.402
IKSTTSHRFV	PurR_Enterobacteriales	1	313	17.30942
IKSTTSHRFV	PurR_Pasteurellales	7	58	23.592
IKSTTSHRHV	PurR_Pasteurellales	2	19	22.44172
IKSTTSHRFV	PurR_Vibrionales	1	149	22.75027
LKSVTSRDDV	RafR_Enterobacteriales	2	4	34.5
LKSVTSRRDI	RafR_Enterobacteriales	1	2	37
LKSSTSRDDV	RafR_Enterobacteriales	1	2	35
IKSVASRGYV	RbsR_Bacillales	6	6	33.34346
IRSVASRGYV	RbsR_Bacillales	4	4	35.25489
IKSAASRGYV	RbsR_Bacillales	1	1	40
IKSFTSHRPV	RbsR_Burkholderia	1	7	31.55732
[indel within CR tag region]	RbsR_Clostridia-1 	1	5	27.16075
IKSVTSHRHV	RbsR_Comamonadaceae	1	2	37
LKSISSRPVI	RbsR_Corynebacteriaceae	1	1	36
LKSVSSRASI	RbsR_Corynebacteriaceae	2	5	26.10656
IKSTSSHRFV	RbsR_Desulfovibrionales	1	1	40
MKSTSSHRFV	RbsR_Enterobacteriales	8	12	34.21036
MKSTSSYRFV	RbsR_Enterobacteriales	1	2	35
MKSTSSHRYV	RbsR_Enterobacteriales	2	3	34.49022
[indel within CR tag region]	RbsR_Lactobacillaceae	1	18	26.02273
MKSTSSHRFV	RbsR_Pasteurellales	4	4	37.5
MKSTSSHRYV	RbsR_Pasteurellales	1	1	40
MKSLSSHRFV	RbsR_Pasteurellales	1	1	40
MKSFTSHRPV	RbsR_Pseudomonadaceae	1	1	40
IKSYTSHRPV	RbsR_Pseudomonadaceae	4	4	31.37744
IKSTSSHRYV	RbsR_Psychromonadaceae_Aeromonadales	3	5	28.34859
IKSTTSHRFV	RbsR_Psychromonadaceae_Aeromonadales	2	2	40
MKSTSSHRFV	RbsR_Psychromonadaceae_Aeromonadales	1	1	40
IKSFTSHRPV	RbsR_Ralstonia	1	2	37
MKSTSSHRFV	RbsR_Shewanellaceae	1	4	37
[indel within CR tag region]	RbsR_Staphylococcaceae	1	2	39
IKSVASRPSV	RbsR_Streptomycetaceae	1	3	36.32682
[indel within CR tag region]	RbsR_Thermoanaerobacterales	1	4	32.37744
INSISSRSQV	RbsR_Thermotogales	2	4	35
IKSPSSRAPV	RbsR_Thermotogales	2	4	35
IKSISSRDSV	RbsR_Thermotogales	1	2	35
IKSISSRAPV	RbsR_Thermotogales	1	2	35
IKSISSRLPV	RbsR_Thermotogales	1	1	40
IRSIASRSFV	RbsR_Thermotogales	1	2	34
MKSTSSHRFV	RbsR_Vibrionales	7	12	35.38542
IKSTSSHRFV	RbsR_Vibrionales	3	3	31.73534
IRSVSSRGRI	RbsR1_Bifidobacteriaceae	1	5	32.84846
LKSAASQGRF	RbsR2_Bifidobacteriaceae	1	6	31.58427
LKSVASRLEL	RbsR2_Rhizobiales	1	2	34
LKSVTSRLDL	RbsR2_Rhizobiales	1	2	34
LQSKTSRLEL	RbsR2_Rhodobacterales	1	3	29.3203
no_CRtag	RbsR2_Staphylococcaceae	3	3	28.56541
IKSVASRGYV	RbsR2_Staphylococcaceae	3	4	33.13233
IKSKSSRGYV	RbsR2_Streptococcaceae	5	7	29.52182
IRSTSSRGYV	RbsR2_Streptococcaceae	1	1	40
IKSRSSRGYV	RbsR2_Streptococcaceae	1	1	40
[indel within CR tag region]	RbsR3_Bifidobacteriaceae	1	11	30.05175
[indel within CR tag region]	RbtR_Rhodobacterales	1	4	29.75489
[indel within CR tag region]	RegR_Streptococcaceae	1	27	23.91349
IATVSLQKPE	Reut_C5892_Ralstonia 	1	1	40
IRSVGSNELV	RhaR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	6	23.71591
IKSVASNDRV	RhaR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	4	25.25489
IKAVGSNDRV	RhaR_Micrococcineae	3	23	22.49545
VKALGSNEAV	RhaR_Micrococcineae	1	1	40
MKSVGSNEIV	RhaR_Micrococcineae	1	5	25.59371
MRSVGSNDKV	RhaR_Mycobacteriaceae	1	2	37
MKSVGSNEKV	RhaR_Nocardiaceae	1	1	40
MRSMGSNELV	RhaR_Nocardiaceae	1	4	26.37744
IKSVGSNDSV	RhaR_Streptomycetaceae	2	8	23.14682
IKSVGSNDTV	RhaR_Streptomycetaceae	1	6	25.54446
LKSISSRAPI	RhiR_Enterobacteriales	1	2	38
LKSLSSHAPL	RhiR_Rhizobiales	1	16	28.5686
[indel within CR tag region]	RhmR_Chloroflexia	1	1	40
[indel within CR tag region]	RL3595_Rhizobiales	3	6	33.66015
no_CRtag	RL3595_Rhizobiales	1	2	38
LRAVTSRPQI	RL4253 _Rhizobiales	1	11	28.51475
VRSIGSRGYA	Rmet_4647_Ralstonia  	1	2	36
DVGSVVLASQ	Rmet_4647_Ralstonia  	1	2	28
IKSIASRERV	RSc1790_Ralstonia	1	1	40
no_CRtag	RSc1790_Ralstonia	1	1	40
LASLASRQLV	RSc1790_Ralstonia	1	1	40
LISLASRHLV	RSc1790_Ralstonia	1	1	40
LVSLASREMV	RSc1790_Ralstonia	1	1	40
[indel within CR tag region]	SAG1808_Streptococcaceae	1	3	32.2386
IHSRGSRHYV	SAV1329_Streptomycetaceae	1	4	36
MASVASHRPV	SCO1956_Streptomycetaceae 	1	2	40
LASPASRYPV	SCO2753_Streptomycetaceae	1	10	30.35592
[indel within CR tag region]	SCO4158_Streptomycetaceae	1	12	27.20257
LASASSYRSI	SCO5692_Streptomycetaceae	1	13	30.89066
LKSNASNDQL	ScrR_Alteromonadales	2	6	34.48592
