Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
ESRSQG	LutR_Bacillales	1	1	38
EGRSQG	LutR_Bacillales	1	1	38
RNPNRG	YhcF_Bacillales	1	6	34.58427
EVREVY	DVU2802_Desulfovibrionales	1	1	34
RSRNMR	DVU2802_Desulfovibrionales	1	1	34
RSRARG	DVU2802_Desulfovibrionales	1	1	34
RSRNEK	DVU2802_Desulfovibrionales	1	3	28.49022
RSRNPG	DVU2802_Desulfovibrionales	1	1	34
RSRTRG	DVU2802_Desulfovibrionales	1	1	34
APIRG	DVU2644_Desulfovibrionales	1	1	32
LRAPQK	DVU2644_Desulfovibrionales	2	5	23.62849
ERGPQK	DVU2644_Desulfovibrionales	1	1	32
ARAPQK	DVU2644_Desulfovibrionales	1	4	26.75489
RTRTHG	FadR_Enterobacteriales   	1	130	16.75622
EFTPRV	UxaR_Thermotogales	1	18	27.27907
HSREHG	TreR_Staphylococcaceae	1	1	44
NSRERG	TreR_Staphylococcaceae	1	1	44
QRSPMG	TreR_Staphylococcaceae	1	1	44
HSRERG	TreR_Staphylococcaceae	1	1	44
NSREKG	TreR_Staphylococcaceae	1	1	44
RSLIRG	YtrA_Staphylococcaceae	5	7	35.34762
RSVIRG	YtrA_Staphylococcaceae	1	1	42
TSKSQG	BglR_Staphylococcaceae	1	2	34
RARNRG	LldR_Ralstonia	1	8	28.91687
EKIPNK	HypR_Enterobacteriales	1	1	24
LRIPHK	HypR_Ralstonia	1	2	21
RSRVRG	NagQ_Ralstonia	1	2	14
RSRVQG	NagQ_Oceanospirillales_Alteromonadales	1	11	15.65102
RSRPQG	PdhR_Vibrionales	1	18	25.88417
RSRVQG	NagQ_Xanthomonadales	1	2	38
RSRVQG	NagQ_Various betaproteobacteria	1	12	14.00458
RSRSHG	GlcC_Oceanospirillales_Alteromonadales	1	4	28.37744
RSRAHG	GlcC_Oceanospirillales_Alteromonadales	2	6	26.94507
GAIS	GlcC_Various betaproteobacteria	1	1	30
no_CRtag	GlcC_Various betaproteobacteria	1	1	30
RSRATG	LldR_Corynebacteriaceae	1	4	20.75489
RSRSTG	LldR_Corynebacteriaceae	2	8	18.85037
ASRTQG	GamR_Bacillales	2	12	24.21083
SSRTQG	GamR_Bacillales	2	11	27.44771
LSRTQG	GamR_Bacillales	1	2	36
APLRG	DvMF_1479_Desulfovibrionales	1	1	42
APLVGF	DvMF_2930_Desulfovibrionales	1	2	33
RTRTHG	FadR_Vibrionales	1	77	18.08587
RTRTHG	FadR_Pasteurellales	1	17	21.75698
RSRVQG	NagQ_Pseudomonadaceae	1	4	29.25489
RSRIRG	NagQ_Burkholderia	1	7	34.15165
RSRVHG	NagQ_Rhizobiales	1	16	14.09468
RSRVRG	NagQ_Rhodobacterales	1	2	18
RSRVQG	NagQ_Rhodobacterales	3	6	17.1605
RSRIQG	NagQ_Caulobacterales	1	13	13.70887
RSRMVG	NagR_Streptococcaceae	11	49	25.81432
RSRMIG	NagR_Streptococcaceae	3	14	28.21953
RSRMPG	NagR_Streptococcaceae	1	3	29.23208
RTRIDR	PhnR_Enterobacteriales	1	6	29.9176
QRGSGI	Desal_0038_Desulfovibrionales	1	1	38
QVITGK	Cbei_4343_Clostridia-1	1	1	78
RSVIKG	Cbei_4343_Clostridia-1	1	2	62
RSVITG	Cbei_4343_Clostridia-1	1	1	78
RSVIRG	Cbei_4343_Clostridia-1	1	1	78
RSVIPG	Cbei_4343_Clostridia-1	2	2	74
RNPNRT	SPy1285_Streptococcaceae	10	27	27.09248
no_CRtag	SPy1285_Streptococcaceae	1	1	44
EPNTTA	SPy1285_Streptococcaceae	1	3	33.48371
SSRERG	TreR_Lactobacillaceae	1	4	30.13233
NSRDKG	TreR_Lactobacillaceae	1	1	40
HSRERG	TreR_Lactobacillaceae	3	7	26.69622
SSRDKG	TreR_Lactobacillaceae	1	1	40
NSREKG	TreR_Lactobacillaceae	2	6	30.67831
NSRDRG	TreR_Lactobacillaceae	1	1	40
ASRDHG	TreR_Lactobacillaceae	1	1	40
AVRETY	DMR_17410_Desulfovibrionales	1	2	27
TRNTRK	Desal_2919_Desulfovibrionales	1	2	36
no_CRtag	DvMF_1994_Desulfovibrionales	1	1	42
PSHGQG	DvMF_1994_Desulfovibrionales	1	3	30.98045
QNRHQG	PhnF_Desulfovibrionales	1	3	25.57193
RNRHQG	PhnF_Desulfovibrionales	1	2	28
LSTVRG	Desal_3745_Desulfovibrionales	1	2	34
WRTPSG	VanR_Rhizobiales	1	4	14.37744
SRTPGG	VanR_Rhizobiales	1	8	14.64516
QRTPSG	VanR_Rhizobiales	3	6	14.74837
QRTPNR	HypR_Rhizobiales	3	12	16.85217
RRTPNR	HypR_Rhizobiales	3	6	18.69344
NSRMQG	HutC_Rhizobiales	3	23	16.70935
HSRMRK	HutC_Rhizobiales	2	8	19.15405
NSKMQG	HutC_Rhizobiales	1	2	32
ASRQRR	HutC_Rhizobiales	1	3	27.73534
HSRMRR	HutC_Rhizobiales	3	6	28.86336
RSRPTN	LldR_Rhizobiales	1	2	33
RSRPHG	GlcC_Rhizobiales	4	15	27.92654
RSRPPG	GlcC_Rhizobiales	1	3	37.64712
RSRPAG	GlcC_Rhizobiales	1	3	39.23208
DRTVRV	GntR_Corynebacteriaceae	1	1	30
DRTVRI	GntR_Corynebacteriaceae	2	12	18.80941
ISRDQG	TreR_Streptococcaceae	2	4	32
NSRDHG	TreR_Streptococcaceae	1	2	30
NSRDKG	TreR_Streptococcaceae	1	2	30
MSRDQG	TreR_Streptococcaceae	2	4	29
HSRDRG	TreR_Streptococcaceae	2	4	28.75489
ERSTGK	AgaR2_Lactobacillaceae 	1	2	32
QRNTGK	AgaR2_Lactobacillaceae 	1	2	32
DRNTGK	AgaR2_Lactobacillaceae 	1	1	36
ERNTGK	AgaR2_Lactobacillaceae 	1	1	36
ERTPQK	UxuR_Bacillales	2	4	31.88722
ERTPQS	UxuR_Bacillales	1	2	34
ERTPQR	UxuR_Bacillales	1	1	40
ERITGK	AgaR2_Streptococcaceae	1	8	26.6096
ERGPHI	PrpR_Vibrionales	1	3	18.74185
ERGPHV	PrpR_Vibrionales	6	21	19.48249
LSRMPR	HutC_Vibrionales	3	6	31.64933
ISRMPR	HutC_Vibrionales	5	10	32.67904
MSRMPR	HutC_Vibrionales	1	2	35
ASRMPR	HutC_Vibrionales	1	2	33
ARIPHK	HypR_Vibrionales	1	5	21.90712
LHTLKG	PhnF_Pseudomonadaceae	2	2	24
LHTIKG	PhnF_Pseudomonadaceae	1	1	24
DKIPNK	HypR_Pseudomonadaceae	1	3	21.24511
SSRMQG	HutC_Pseudomonadaceae	5	18	26.33711
ESRMAG	HutC_Pseudomonadaceae	1	4	26
RSRPQG	LldR_Pseudomonadaceae	6	16	25.46035
RSRPHG	LldR_Pseudomonadaceae	1	4	25.37744
ERGPHV	PrpR_Pseudomonadaceae	1	17	20.51819
RSRSHG	GlcC_Pseudomonadaceae	1	4	26.37744
RSRSQG	GlcC_Pseudomonadaceae	4	16	24.58012
RSRTQG	GlcC_Pseudomonadaceae	1	4	22.37744
ERGAGV	Dbac_2821_Desulfovibrionales	1	3	26.90526
TARMKR	HutC_Caulobacterales	2	4	32.37744
HSRMRG	HutC_Caulobacterales	1	3	29.15689
HSRMRK	HutC_Caulobacterales	1	3	27.98697
GNRHQG	PhnF_Burkholderia	1	15	30.32838
RSRTHG	GlcC_Burkholderia	1	21	22.96571
RSRPGR	LldR_Burkholderia	2	4	27
RARNRG	LldR_Burkholderia	3	6	27
RARSPM	LldR_Burkholderia	1	2	31
RSRARG	LldR_Burkholderia	1	2	27
RSRNRG	LldR_Burkholderia	1	2	29
NARMQG	HutC_Burkholderia	2	9	31.64229
LARMAG	HutC_Burkholderia	1	9	24.47269
AARMQG	HutC_Burkholderia	4	24	22.186
TARMQG	HutC_Burkholderia	1	4	27.63233
ARIPHK	HypR_Burkholderia	1	5	21.58519
ARTPAG	VanR_Burkholderia	1	2	15
LTPVRG	Cagg_3094_Chloroflexia	1	2	27
RRTPNR	Cagg_3094_Chloroflexia	3	7	23.80752
QRSTGD	Cagg_1084_Chloroflexia	1	2	43
PGRSQG	Cagg_1084_Chloroflexia	1	2	40
AVREVF	Rcas_2304_Chloroflexia	1	1	38
errorGettingCRtag	Rcas_2304_Chloroflexia	1	1	38
LNTV	Rcas_3562_Chloroflexia	1	1	52
RNRNA	Rcas_3562_Chloroflexia	1	1	52
ATVMGM	PCNPT3_10213_Psychromonadaceae_Aeromonadales	1	1	52
NSRDPG	FucR_Bacteroidaceae	1	8	43.25889
DRMTGL	DasR_Micrococcineae	2	10	20.60013
RSRIKG	DasR_Micrococcineae	1	8	19.76814
LRMTGS	DasR_Micrococcineae	1	4	22.50978
VRTPQS	UxuR_Lactobacillaceae	1	3	33.57193
VSRNKG	ManR_Bacteroidaceae	2	6	26.16271
ISRNKG	ManR_Bacteroidaceae	1	3	29.48371
ASSIQG	AgaR_Streptococcaceae	6	12	24.45972
SSSIQG	AgaR_Streptococcaceae	2	4	24.13233
QRTPNR	HypR_Rhodobacterales	1	10	14.7353
EARTRK	HutC_Rhodobacterales	1	2	30
ESRLQG	HutC_Rhodobacterales	1	4	28
TARARK	HutC_Rhodobacterales	1	2	32
VARARK	HutC_Rhodobacterales	2	8	19.72021
AARARK	HutC_Rhodobacterales	1	4	28.37744
DRATKS	HutC_Rhodobacterales	1	3	27.3203
MARARK	HutC_Rhodobacterales	1	2	32
RSRMKR	HutC_Rhodobacterales	1	2	32
EARGRR	HutC_Rhodobacterales	1	2	34
RSRPPG	LldR_Rhodobacterales	1	2	37
RSRPHG	LldR_Rhodobacterales	1	2	39
RSRSGG	GlcC_Rhodobacterales	1	1	50
TNPARG	Lp_2742_Lactobacillaceae	5	6	35.74989
EPATGV	Lp_2742_Lactobacillaceae	1	1	40
errorGettingCRtag	Lp_2742_Lactobacillaceae	1	1	40
RNPNHG	YtrA_Lactobacillaceae	1	1	46
RNPNPG	YtrA_Lactobacillaceae	4	4	37.82105
RNPNKG	YtrA_Lactobacillaceae	2	2	41
RNPNTG	YtrA_Lactobacillaceae	1	1	46
NSRSHG	TreR (RgrA	1	4	38.37744
NRTPQS	UxuR_Streptococcaceae	1	4	34
SSPEHG	BusR_Streptococcaceae	1	3	56.98045
SSAEHG	BusR_Lactobacillaceae	1	2	56
KPMTGK	CPS_0449_Alteromonadales	1	1	52
RNPIRG	CPS_0449_Alteromonadales	1	1	52
ERTPRS	PSPTO1352_Pseudomonadaceae	1	1	28
QRTPRR	PSPTO1352_Pseudomonadaceae	1	1	28
ATVSGM	Sde_3525_Oceanospirillales_Alteromonadales	1	1	52
SRHTNR	UraR_Ralstonia	4	25	17.55368
ARHTNR	UraR_Ralstonia	2	8	17.37744
RNPNPG	YtrA2_Staphylococcaceae	1	1	54
RNPNRG	YhcF_Clostridia-1	4	6	33.3977
RNPNRT	YhcF_Clostridia-1	2	2	41
RNPNRN	YhcF_Clostridia-1	1	2	39
PRMPAR	VanR_Caulobacterales	2	8	24
ARTPFG	VanR_Caulobacterales	1	1	24
ANRHRG	PhnF_Rhodobacterales	10	21	24.31971
SNRHRG	PhnF_Rhodobacterales	1	2	34
TNRHQG	PhnF_Rhizobiales	4	8	32.37744
MNRHQG	PhnF_Rhizobiales	1	2	34
VNRHQG	PhnF_Rhizobiales	1	2	36
INRHQG	PhnF_Rhizobiales	1	2	36
TNRHRG	PhnF_Rhizobiales	2	4	36.37744
MNRHRG	PhnF_Rhizobiales	1	2	36
ANRHPG	PhnF_Rhizobiales	1	2	30
ANRHAG	PhnF_Rhizobiales	1	2	32
[indel within CR tag region]	VanR_Pseudomonadaceae	1	4	19.25489
PRMPGR	VanR_Pseudomonadaceae	3	9	19.39199
ERHTGR	PhnF_Oceanospirillales_Alteromonadales	1	4	23
PNRHQG	PhnF_Ralstonia	1	8	37.18872
IRHTGL	PhnF_Psychromonadaceae_Aeromonadales	1	1	24
ARHTGL	PhnF_Comamonadaceae	1	2	44
LNRHQG	PhnF_Various betaproteobacteria	1	2	36
MNRHQG	PhnF_Various betaproteobacteria	1	2	36
RTRVDR	PhnR_Vibrionales	6	36	22.31729
RTRIER	PhnR_Vibrionales	2	7	25.38609
LITLRG	PhnR_Vibrionales	1	5	28.26787
LITLRG	PhnR_Pseudomonadaceae	1	9	20.06828
RTRIER	PhnR_Pseudomonadaceae	5	21	19.4575
RARGDR	PhnR_Caulobacterales	1	9	25.05695
RSVIPA	Csac_2497_Thermoanaerobacterales	1	2	59
VVITAR	Csac_2497_Thermoanaerobacterales	1	2	59
RNVNRG	YhcF_Lactobacillaceae	8	11	33.8867
RNANRG	YhcF_Lactobacillaceae	1	3	38.81704
MSRNKG	TreR_Clostridia-1	1	2	33
NSRDKG	TreR_Clostridia-1	1	2	31
SSRDKG	TreR_Clostridia-1	1	3	32.32682
KVRE	Bxe_A4089_Burkholderia	1	8	20.25489
RNINQG	Csac_2166_Thermoanaerobacterales	3	3	45.24511
errorGettingCRtag	Csac_2166_Thermoanaerobacterales	2	2	45
RNPNRG	YtrA_Clostridia-1	1	5	40.16982
KVITGK	ABC3918_Bacillales	1	1	60
RSVIQG	ABC3918_Bacillales	2	2	52
ASRSSG	AnsR_Nocardiaceae	1	12	25.37744
RSILVG	CD0652_Clostridia-2	1	2	62
RSIIQG	CD0652_Clostridia-2	1	3	55.54586
LSRNKG	TreR_Clostridia-2	1	5	25.94077
SSRPTG	AnsR_Rhizobiales	1	4	23.37744
VSRPTG	AnsR_Rhizobiales	1	2	24
ASRSTG	AnsR_Micrococcineae	1	5	25.64329
errorGettingCRtag	BC2903_Bacillales	1	2	60
TNRARG	BC2903_Bacillales	1	2	50
NNPARG	BC2903_Bacillales	3	4	46.44361
NSRIHG	CJA_2253_Oceanospirillales_Alteromonadales	1	1	32
RSRPHG	Mce2R_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	42
RSRPQG	Mce2R_Nocardiaceae	1	6	28.82508
ASRPTG	AnsR_Streptomycetaceae	1	2	30
RKRMDR	YihL_Enterobacteriales	1	3	34.16341
RNPNPG	LndYR_Micrococcineae	1	1	48
KNPNPG	LndYR_Micrococcineae	1	1	48
ATAAGM	AAur_2567_Micrococcineae	1	1	60
NNPARG	AAur_2567_Micrococcineae	6	6	43.47289
TNPARG	AAur_2567_Micrococcineae	2	2	48
KNPTRG	Cg3261_Corynebacteriaceae	1	1	60
NNPARG	Cg3261_Corynebacteriaceae	6	7	43.50323
ATAAGM	Nfa3720_Nocardiaceae	1	1	60
NNPARG	Nfa3720_Nocardiaceae	2	2	57
NSRIHG	PA2299_Pseudomonadaceae	2	2	32
SSRIHG	PA2299_Pseudomonadaceae	1	1	32
IATVIG	EF1676_Enterococcaceae	1	1	60
RNPIRG	XAC1548_Xanthomonadales	2	4	42.56617
QPITGL	XAC1548_Xanthomonadales	1	2	45
APLTGV	ELI_12480_Sphingomonadales	1	4	33.38722
RNPLRG	ELI_12480_Sphingomonadales	5	19	22.76639
RNHLRG	VIBHAR_07005_Vibrionales	4	4	43.00978
STVMGM	VIBHAR_07005_Vibrionales	1	1	52
RNINQG	THA_1503_Thermotogales	2	2	41
RNINHG	THA_1503_Thermotogales	1	1	48
KINTGI	THA_1503_Thermotogales	1	1	48
RNVNHG	THA_1503_Thermotogales	1	1	48
RNTNHG	THA_1503_Thermotogales	1	1	48
AVIRGA	Atu2740_Rhizobiales	1	3	22.32682
HSRSQG	Atu2740_Rhizobiales	1	3	22.32682
RNLHRG	RER_29210_Nocardiaceae	1	3	46
SRNTSR	Amir_6997_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	4	27.18872
GRNTNR	Amir_6997_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	27
ARNTNR	Amir_6997_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	27
HEAFV	Amir_6997_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	30
ELHTGR	Bcav_0107_Micrococcineae	1	1	46
RNMHRG	Bcav_0107_Micrococcineae	1	1	46
ATAAGM	Svir_39240_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	60
NNPARG	Svir_39240_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	60
RNPNKG	YtrA_Listeriaceae	1	4	50.37744
RNANQG	LndYR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	48
NNPARG	LndYR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	48
KNPNPG	LndYR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	48
RNPNPG	LndYR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	48
RNPNIG	LndYR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	40
RSVIAG	BH0651_Bacillales	1	1	78
RSVIVG	BH0651_Bacillales	2	4	55.64211
KVITGK	BH0651_Bacillales	1	1	78
RSLIVG	BH0651_Bacillales	1	2	62
RSIITG	BH0651_Bacillales	1	1	78
AREAYI	SACE_5794_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	4	22.13233
ASRSTG	AnsR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	30
ASRTTG	AnsR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	27
NSRNHG	TreR_Clostridia-3	1	4	35.18872
RSVIAG	RUMGNA_00848_Clostridia-3	1	1	78
RSVITG	RUMGNA_00848_Clostridia-3	1	2	58
RSALHG	RUMGNA_00848_Clostridia-3	1	1	78
RSVIQG	RUMGNA_00848_Clostridia-3	1	4	43.51955
KVITAK	RUMGNA_00848_Clostridia-3	1	1	78
ARTGKR	HpxS_Enterobacteriales	1	6	21.32251
SSRIPG	H16_B2241_Ralstonia	1	1	32
SSRIHG	H16_B2241_Ralstonia	1	1	32
ASRIHG	H16_B2241_Ralstonia	1	1	32
RNPNRT	YhcF_Clostridia-3	1	7	35.40302
RNPNRG	YhcF_Listeriaceae	1	4	47.18872
ERQPQR	RspR_Enterobacteriales	1	9	32.72882
AREAYI	Nfa20840_Nocardiaceae	1	1	36
DRTPKR	Nfa20840_Nocardiaceae	2	14	18.18098
VRTPHK	Arth_3541_Micrococcineae	1	2	34
ERTPQR	Arth_3541_Micrococcineae	1	4	26.37744
APVRGA	Arth_3541_Micrococcineae	1	4	23.75489
ERTPKR	Arth_3541_Micrococcineae	1	4	26.13233
SSRHQG	AraR_Clostridia-1	1	16	23.97255
NSRHRG	AraR_Clostridia-1	1	10	24.44404
NSRDPG	GalR_Bacteroidaceae	1	3	29.40852
SSRGHG	TreR_Various betaproteobacteria	1	2	30
RSRAQG	Mce2R_Mycobacteriaceae	1	1	42
RSRPQG	Mce2R_Mycobacteriaceae	4	4	32.75489
QSRMAG	HutC_Ralstonia	2	8	28.3146
TSRMQG	HutC_Ralstonia	3	10	26.18852
NSRMQG	HutC_Ralstonia	1	4	27.32105
NSRMQG	HutC_Alteromonadales	1	25	22.35026
DKIPNK	HypR2_Rhodobacterales	1	2	24
ERIPYK	HypR2_Rhodobacterales	1	3	24.57845
ARMPNR	HypR2_Rhodobacterales	1	3	22.49022
SRMPNR	HypR2_Rhodobacterales	1	6	18.67679
ARMPNL	HypR2_Rhodobacterales	1	3	21.57193
ISRSHG	NanR_Bifidobacteriaceae	1	6	28.62186
TSRSHG	NanR_Bifidobacteriaceae	1	3	32.15037
ASRSHG	NanR_Bifidobacteriaceae	1	2	37
ETTPRK	GarR_Bacillales	1	3	34.90526
ERQPQR	RspR_Oceanospirillales_Alteromonadales	1	1	40
no_CRtag	RspR_Rhodobacterales	1	1	40
ERQPQR	RspR_Rhodobacterales	1	2	30
ISQGQG	SdhR_Alcaligenaceae	1	14	39.81384
RSRTQG	DasR_Streptomycetaceae	1	179	17.21542
RSRTQG	DasR_Frankineae_Propionibacterineae/Pseudonocardiaceae	2	30	19.3792
LTTVRG	DasR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	3	26.49022
ERMTGR	DasR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	1	32
ERMTGS	DasR_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	3	25.57193
LTTVKG	DasR_Frankineae_Propionibacterineae/Pseudonocardiaceae	2	20	18.76902
RSRIRG	DasR_Nocardiaceae	1	6	26
VSQGQG	SdhR_Burkholderia	1	34	36.20148
RSRMLG	NagR_Lactobacillaceae	4	29	22.43735
RSRMVG	NagR_Lactobacillaceae	8	36	20.7563
RSRMIG	NagR_Lactobacillaceae	2	11	24.69656
RSRMPG	NagR_Lactobacillaceae	1	3	29.48371
ERTTGK	AgaR2_Enterococcaceae	1	2	38
RSRMIG	NagR_Enterococcaceae	1	7	23.79761
no_CRtag	NagR_Enterococcaceae	1	4	28.82105
RSRMQG	NagR_Clostridia-2	1	3	35.40852
RSRMQG	NagR_Clostridia-1	2	2	39
RSRMKG	NagR_Clostridia-1	1	1	40
ERTTGK	AgaR_Clostridia-1	1	5	27.76982
RSRTQG	AgaR_Clostridia-1	1	5	29.29175
RSRSHG	AgaR_Clostridia-1	1	6	26.9552
RSRTHG	AgaR_Clostridia-1	1	3	32.90526
KRTTGK	AgaR_Clostridia-2	1	6	30.69496
RSRMVG	NagR_Listeriaceae	1	22	24.39584
errorGettingCRtag	GguR_Pseudomonadaceae	1	3	23.23208
SSRTHG	GguR_Pseudomonadaceae	3	17	20.27101
NSRTHG	GguR_Pseudomonadaceae	1	5	23.21368
SSRTHG	GguR_Ralstonia	1	31	19.20893
TSRTHG	GguR_Burkholderia	5	58	19.28759
SSRTHG	GguR_Burkholderia	1	9	20.83443
SSRTHG	GguR_Comamonadaceae	5	18	20.69033
ASRTHG	GguR_Comamonadaceae	4	14	18.3944
ERTPRK	SdhR2_Desulfuromonadales	3	27	26.39363
DRTPRK	SdhR2_Desulfuromonadales	4	36	24.9043
ERTPRR	SdhR2_Desulfuromonadales	1	3	29.40852
MSQGQG	SdhR_Comamonadaceae	8	26	36.93435
LSQGQG	SdhR_Comamonadaceae	1	4	41.44361
ISQGQG	SdhR_Comamonadaceae	1	3	41.23208
TSQGQG	SdhR_Comamonadaceae	1	3	42.402
MSQGQG	SdhR_Ralstonia	1	41	35.72908
errorGettingCRtag	SPOA0375_Rhodobacterales	1	2	35
ERNTRS	SPOA0375_Rhodobacterales	1	2	33
DRNTRS	RPA0105_Rhizobiales	1	2	34
RSRAAG	UreR_Moraxellaceae	1	4	23.56617
LRTPRR	MdcY_Comamonadaceae	1	2	18
TRTPRR	MdcY_Comamonadaceae	1	2	20
MRTPRR	MdcY_Comamonadaceae	1	4	14.75489
SRTPRQ	MdcY_Rhodospirillales	1	6	14.99348
ARTPKR	MdcY_Rhodobacterales	1	2	16
ERTPRR	MdcY_Various betaproteobacteria	1	4	15.37744
TRTPRR	MdcY_Moraxellaceae 	1	2	20
GRTPRR	MdcY_Rhizobiales	2	4	16.37744
LRTPRR	MdcY_Rhizobiales	1	5	12.35558
VRTPRR	MdcY_Rhizobiales	3	6	18.16341
QRTPRR	MdcY_Rhizobiales	1	2	20
ARTPRR	MlnR_Ralstonia	3	3	38.16341
TRTPRR	MlnR_Ralstonia	1	1	40
GRTPGR	MlnR_Alcaligenaceae	1	1	40
RRTPRR	MlnR_Alcaligenaceae	1	1	40
ARTPRR	MlnR_Various betaproteobacteria	2	6	29.25524
KRTPRR	MlnR_Various betaproteobacteria	1	8	21.96412
ARTPGR	MlnR_Xanthomonadales	1	5	31.45237
RSRSVG	Gdia_0881_Rhodospirillales	1	4	26.37744
RSRAVG	Csal_1739_Oceanospirillales_Alteromonadales	1	5	18.51172
DRASGN	Spro_0637_Enterobacteriales	1	4	25
RSRTVG	Bcep18194_B0628_Burkholderia	1	4	28.37744
LTLVSG	UxuR3_Ralstonia	1	2	30
RSRTGG	UxuR3_Comamonadaceae	1	9	24.77095
RSRTIG	UxuR3_Burkholderia	1	6	22.02026
RSRPMG	UxuR2_Rhizobiales	5	11	22.13176
RSRPVG	UxuR2_Rhizobiales	1	6	26.35359
RSRAVG	UxuR2_Alcaligenaceae	1	6	27.73103
RSRPMG	UxuR2_Comamonadaceae	2	17	20.60942
RSRPTG	UxuR2_Comamonadaceae	1	4	20.37744
RSRPIG	UxuR2_Comamonadaceae	1	3	29.3203
RSRPLG	UxuR2_Burkholderia	1	6	23.45997
RSRPVG	UxuR2_Burkholderia	1	7	20.06206
RSRPMG	UxuR2_Burkholderia	1	10	18.61108
NSRMMG	HutC_Nocardiaceae	1	12	25.67586
ELREAR	Csal_3199_Oceanospirillales_Alteromonadales	1	4	20.6985
GRTPNR	Csal_3199_Oceanospirillales_Alteromonadales	1	3	23.06867
LTPLRG	Daci_3053_Comamonadaceae	1	4	23.50978
ERTPNR	Daci_3053_Comamonadaceae	2	10	22.43023
ERTPNK	Pden_3389_Rhodobacterales	1	2	22
ELREAM	Pden_3389_Rhodobacterales	1	5	23.32136
ERTPNR	Pden_3389_Rhodobacterales	1	4	23.75489
VRTPHR	Pden_3389_Rhodobacterales	1	6	19.89014
CPLRGA	Bphy_4252_Burkholderia	1	4	28.37744
ERTPNR	Bphy_4252_Burkholderia	2	10	25.35892
LTPLRG	Bll4368_Rhizobiales	1	7	22.8661
QRTPNR	Bll4368_Rhizobiales	1	5	20.39371
ERTPNR	Rmet_5631_Ralstonia	3	21	20.93423
DLREAE	Rmet_5631_Ralstonia	1	4	25.37744
ARTPKR	Bpet4349_Alcaligenaceae	1	4	17.37744
DLREAH	Bpet4349_Alcaligenaceae	1	4	24.37744
errorGettingCRtag	AnsR_Rhodobacterales	1	1	30
RNPNRT	YhcF_Clostridia-2	1	10	32.26444
DPMTGK	CJA_0601_Oceanospirillales_Alteromonadales	1	1	48
RNPNRG	YhcF_Thermoanaerobacterales	1	3	39.73534
ERGPNR	PhnR2_Ralstonia	1	8	20.91287
DRGPNR	PhnR2_Burkholderia	2	5	18.44846
ERGPNR	PhnR2_Burkholderia	2	5	18.19944
RTRIER	PhnR1_Psychromonadaceae_Aeromonadales	1	8	25.22346
HSRSRG	SdaR_Pseudomonadaceae	2	4	27.94361
QSRSRG	SdaR_Pseudomonadaceae	2	4	28.5
SSRPKG	SdaR_Ralstonia	2	2	32
ASRPKG	SdaR_Ralstonia	2	2	34
ERTPRS	Spro_1420_Enterobacteriales	1	3	26.16341
GRTPRR	Bxe_B1375_Burkholderia	1	1	28
ITPVSG	CJA_1242_Oceanospirillales_Alteromonadales	1	1	28
ERTPRS	CJA_1242_Oceanospirillales_Alteromonadales	1	1	28
IRRAVV	PA1520_Pseudomonadaceae	1	20	16.03806
ARTINR	PA1520_Pseudomonadaceae	6	80	16.18943
HSRIHG	Bamb_1959_Burkholderia	1	4	28
NSRIPG	AB57_1945_Moraxellaceae	1	1	32
RNPNRN	YhcF2_Bacillales	1	2	37
RNPN	YhcF2_Bacillales	2	5	32.68267
RNPNST	YhcF2_Bacillales	1	2	39
QRGTNR	UraR_Burkholderia  	3	6	20.51339
QRGANR	UraR_Burkholderia  	3	6	20.69996
QRGPNR	UraR_Burkholderia  	2	4	21.18872
RSRSPG	UreR_Ralstonia	1	8	22.51121
RSRAPS	UreR_Ralstonia	2	2	30
RSRAAG	UreR_Burkholderia	3	12	23.37744
RSRAPG	UreR_Burkholderia	5	22	20.93862
RSRPPG	UreR_Pseudomonadaceae	4	10	23.00817
RSRAAG	UreR_Pseudomonadaceae	1	6	20.60522
RSRAPG	UreR_Pseudomonadaceae	1	6	21.29656
RNPNPG	YtrA_Clostridia-3	2	2	47
RNPNKG	YtrA_Clostridia-3	4	4	42.44361
RNPNSG	YtrA_Clostridia-3	1	1	54
RNPNTG	YtrA_Clostridia-3	1	1	54
SSRGHG	TreR_Pseudomonadaceae	1	4	30.37744
