Regulog statistics:
RegulogName	genomes#	genomesWithoutCRtag#	CRtag#	VariablePositions#
RNVSTG	CD2285_Clostridia-2	1	3	30.49022
RNLSIG	CBY_0654_Clostridia-1	1	2	34
RNLSTG	CBY_0654_Clostridia-1	1	2	32
EFTTGK	LAR_1807_Lactobacillaceae	1	2	30
RHFTKG	LAR_1807_Lactobacillaceae	1	2	34
RNLSIG	SMU640c_Streptococcaceae	1	2	32
RGLGRG	PdxQ2_Comamonadaceae	1	2	36
RGLGKG	PdxQ2_Rhizobiales	1	2	40
RGLGVG	PdxQ2_Caulobacterales	1	6	34.37675
errorGettingCRtag	PdxQ_Streptomycetaceae	1	2	34
APVTGA	PdxQ_Streptomycetaceae	1	2	36
RSPVPG	PdxQ_Streptomycetaceae	1	2	32
LVTVAG	PdxQ_Streptomycetaceae	1	2	38
LVTVVG	PdxQ_Frankineae_Propionibacterineae/Pseudonocardiaceae	1	2	34
LVTVVG	PdxQ_Nocardiaceae	1	3	34.81704
LSTVAG	PdxQ_Mycobacteriaceae	1	2	38
VPVTGV	PdxQ_Mycobacteriaceae	1	2	34
LVTVVG	PdxQ_Micrococcineae	1	8	33.18627
RSRKAG	BPSS1200_Burkholderia	5	5	44.73561
ERKTGN	BPSS1200_Burkholderia	1	1	54
LKTVSG	PA0268_Pseudomonadaceae	1	1	54
RSRKVG	PA0268_Pseudomonadaceae	2	2	46
RARGGG	PdxW2_Burkholderia	5	5	41.62332
RARGGR	PdxW2_Burkholderia	1	1	48
RARGPR	PdxW2_Moraxellaceae 	1	1	48
RSRNAG	GabR_Psychromonadaceae_Aeromonadales	1	1	48
RARNQG	GabR_Alcaligenaceae	1	7	31.01645
RSRNPR	TauR_Oceanospirillales_Alteromonadales	1	2	35
RSRNAR	TauR_Oceanospirillales_Alteromonadales	1	1	40
KRNTRC	TauR_Psychromonadaceae_Aeromonadales	1	2	34
RARNER	TauR_Ralstonia	1	9	28.70794
RARNER	TauR_Burkholderia	1	9	29.20429
RSRINR	TauR_Rhizobiales	1	1	40
RSRNPR	TauR_Enterobacteriales	1	1	40
ARGTPA	H16_B1411_Ralstonia	1	2	70
RARGGA	H16_B1411_Ralstonia	1	1	72
DRGTSG	EbA483_Various Betaproteobacteria	1	2	40
QARGGA	Bpro_5165_Comamonadaceae	1	1	40
DRGTSA	Bpet3002_Alcaligenaceae	1	1	40
DRGTPA	Swit_4344_Sphingomonadales	1	1	40
QARGRA	Blr6977_Rhizobiales	1	1	40
DRGTAW	H16_B0275_Ralstonia	1	1	40
SSRGGA	H16_B0275_Ralstonia	1	2	33
DRGTAA	Bamb_6386_Burkholderia	1	2	33
LARGRP	Bamb_6386_Burkholderia	1	1	40
ASRGGA	Bamb_6386_Burkholderia	1	5	28.09175
RAASVG	PdxQ3_Rhizobiales	2	2	44
RAVSVG	PdxQ3_Rhizobiales	1	1	48
RALARG	PdxQ3_Oceanospirillales_Alteromonadales	1	1	48
RALAAG	PdxQ3_Rhodobacterales	1	1	48
RALAGG	PdxQ3_Rhodobacterales	1	1	48
RAIAPG	PdxQ3_Nocardiaceae	1	1	48
RAVATG	PdxQ3_Comamonadaceae	1	1	48
RALVTG	PdxQ3_Comamonadaceae	1	1	48
RALATG	PdxQ3_Ralstonia	1	1	48
RALVTG	PdxQ3_Burkholderia	2	2	46
RAASVG	PdxQ3_Burkholderia	1	1	48
RALVTG	PdxQ3_Pseudomonadaceae	1	3	37.73534
MSTVSG	Bamb_4265_Burkholderia	1	1	66
RSKSRG	Bamb_4265_Burkholderia	3	3	60.49022
AVSTGA	Mmwyl1_0258_Oceanospirillales_Alteromonadales	1	1	66
QSTVSG	Smlt1075_Xanthomonadales	1	1	66
SVSTGS	ACIAD1897_Moraxellaceae	1	1	66
RSVSSG	ACIAD1897_Moraxellaceae	1	1	66
GAYA	Pden_4836_Rhodobacterales	1	1	66
RSVSPG	PP2948_Pseudomonadaceae	1	1	66
MSTVSG	PP2948_Pseudomonadaceae	1	1	66
RSVQVG	EutR_Oceanospirillales_Alteromonadales	1	2	26
RSVQVG	EutR_Comamonadaceae	1	3	26.49022
EPITGR	Tola_2572_Psychromonadaceae_Aeromonadales	1	4	25.13233
RTPTVG	Tola_2572_Psychromonadaceae_Aeromonadales	1	4	22.50978
RTPVVG	Tola_2572_Psychromonadaceae_Aeromonadales	1	2	30
RSVQVG	EutR_Pseudomonadaceae	1	3	27.40852
RTPAVG	VSAL_I1306_Vibrionales	1	4	27.13233
LATIRG	VSAL_I1306_Vibrionales	1	2	30
RSVQVG	EutR_Burkholderia	3	10	24.68491
RSEQVG	EutR_Burkholderia	1	2	27
RARNRQ	PdxW_Burkholderia	2	4	47
[indel within CR tag region]	PdxW_Burkholderia	5	8	44.65192
RARNRH	PdxW_Burkholderia	1	2	54
[indel within CR tag region]	PdxW_Alcaligenaceae	1	3	54.56541
[indel within CR tag region]	PdxW_Comamonadaceae	1	2	60
RSRNQR	TauR_Nocardiaceae	1	10	28.92045
RSRTAR	PdxR3_Streptomycetaceae	1	4	26.13233
RSRTRG	PdxR3_Streptomycetaceae	3	8	27.02424

Number of alternative AA variants at each CR tag position:
39	50	74	47	80	45	
